,Complexity,PySR equation,Parameterized equation,Parameterization,"Parameters: (best-fit, +1, -1)",Correlation,"Parameterized equation, unscaled",RMSE,R2,NDF,Chi2 (before refit),Chi2,Chi2/NDF (before refit),Chi2/NDF
10,17,(1.17*(x0 + 0.16)*exp(-0.357*x0))**(1.26*exp(-0.578*x0)),((a3 + a4*x0)*exp(a2*x0))**(a5*exp(a1*x0)),"{'a1': -0.578, 'a2': -0.357, 'a3': 0.1872, 'a4': 1.17, 'a5': 1.26}","{'a1': (-0.55651, 0.0521769, -0.0576389), 'a2': (-0.351914, 0.0193664, -0.0209593), 'a3': (0.1872, 0, 0), 'a4': (1.1398, 0.0771752, -0.0716843), 'a5': (1.17444, 0.254575, -0.224702)}","{'a1, a2': 0.5699, 'a1, a4': -0.4681, 'a1, a5': -0.7824, 'a2, a4': -0.8898, 'a2, a5': -0.3773, 'a4, a5': 0.2287}",((a3 + a4*x0)*exp(a2*x0))**(a5*exp(a1*x0)),0.01268,0.9729,15,25.02,24.34,1.668,1.623
11,18,(1.17*(x0 + 0.159)*exp(-0.357*x0))**(1.26*exp(-0.578*x0)),((a3 + a4*x0)*exp(a2*x0))**(a5*exp(a1*x0)),"{'a1': -0.578, 'a2': -0.357, 'a3': 0.18603, 'a4': 1.17, 'a5': 1.26}","{'a1': (-0.556407, 0.0521828, -0.0576457), 'a2': (-0.352098, 0.0193805, -0.0209748), 'a3': (0.18603, 0, 0), 'a4': (1.14115, 0.0772876, -0.0717888), 'a5': (1.17262, 0.254217, -0.224381)}","{'a1, a2': 0.5705, 'a1, a4': -0.4682, 'a1, a5': -0.7815, 'a2, a4': -0.8905, 'a2, a5': -0.3772, 'a4, a5': 0.2286}",((a3 + a4*x0)*exp(a2*x0))**(a5*exp(a1*x0)),0.01269,0.9728,15,25.0,24.34,1.666,1.623
12,19,(1.32*x0*exp(-0.383*x0))**(0.511*exp(-0.0603*x0**2)),(a4*x0*exp(a1*x0))**(a3*exp(a2*x0**2)),"{'a1': -0.383, 'a2': -0.0603, 'a3': 0.511, 'a4': 1.32}","{'a1': (-0.369783, 0.0109144, -0.0113734), 'a2': (-0.0616589, 0.00446887, -0.00488531), 'a3': (0.531697, 0.0588234, -0.0562763), 'a4': (1.25641, 0.0511039, -0.0475633)}","{'a1, a2': 0.4729, 'a1, a3': -0.1238, 'a1, a4': -0.8973, 'a2, a3': -0.6426, 'a2, a4': -0.3008, 'a3, a4': -0.08704}",(a4*x0*exp(a1*x0))**(a3*exp(a2*x0**2)),0.008587,0.9875,15,11.85,10.24,0.7903,0.6825
13,21,(1.25*x0*exp(-0.364*x0))**(0.546*exp(-0.0604*x0**2)),(a4*x0*exp(a1*x0))**(a3*exp(a2*x0**2)),"{'a1': -0.364, 'a2': -0.0604, 'a3': 0.546, 'a4': 1.25}","{'a1': (-0.369783, 0.0109143, -0.0113735), 'a2': (-0.0616588, 0.00446875, -0.00488543), 'a3': (0.531696, 0.0588243, -0.0562754), 'a4': (1.25641, 0.0511043, -0.0475629)}","{'a1, a2': 0.4729, 'a1, a3': -0.1238, 'a1, a4': -0.8973, 'a2, a3': -0.6426, 'a2, a4': -0.3008, 'a3, a4': -0.08704}",(a4*x0*exp(a1*x0))**(a3*exp(a2*x0**2)),0.008587,0.9875,15,11.34,10.24,0.7563,0.6825
14,22,(1.24*x0*exp(-0.364*x0))**(0.546*exp(-0.0604*x0**2)),(a4*x0*exp(a1*x0))**(a3*exp(a2*x0**2)),"{'a1': -0.364, 'a2': -0.0604, 'a3': 0.546, 'a4': 1.24}","{'a1': (-0.369783, 0.0109143, -0.0113735), 'a2': (-0.0616588, 0.00446875, -0.00488544), 'a3': (0.531696, 0.0588244, -0.0562754), 'a4': (1.25641, 0.0511043, -0.0475629)}","{'a1, a2': 0.4729, 'a1, a3': -0.1238, 'a1, a4': -0.8973, 'a2, a3': -0.6426, 'a2, a4': -0.3008, 'a3, a4': -0.08704}",(a4*x0*exp(a1*x0))**(a3*exp(a2*x0**2)),0.008587,0.9875,15,10.74,10.24,0.7159,0.6825
15,23,(1.25*x0*exp(-0.364*x0))**(0.521*exp(-0.0604*x0**2)),(a4*x0*exp(a1*x0))**(a3*exp(a2*x0**2)),"{'a1': -0.364, 'a2': -0.0604, 'a3': 0.521, 'a4': 1.25}","{'a1': (-0.369783, 0.0109144, -0.0113734), 'a2': (-0.0616589, 0.00446886, -0.00488533), 'a3': (0.531697, 0.0588236, -0.0562762), 'a4': (1.25641, 0.051104, -0.0475632)}","{'a1, a2': 0.4729, 'a1, a3': -0.1238, 'a1, a4': -0.8973, 'a2, a3': -0.6426, 'a2, a4': -0.3008, 'a3, a4': -0.08704}",(a4*x0*exp(a1*x0))**(a3*exp(a2*x0**2)),0.008587,0.9875,15,10.91,10.24,0.7275,0.6825
16,24,((x0 + tanh(0.248*x0))*exp(-0.357*x0))**(0.485*exp(-0.0667*x0*(x0 - 0.724))),((x0 + tanh(a4*x0))*exp(a2*x0))**(a5*exp(a3*x0*(a1 + x0))),"{'a1': -0.724, 'a2': -0.357, 'a3': -0.0667, 'a4': 0.248, 'a5': 0.485}","{'a1': (-2.94022, 1.07, -1.07), 'a2': (-0.35272, 0.00627, -0.00627), 'a3': (-0.0921171, 0.02, -0.02), 'a4': (0.191442, 0.0437, -0.0437), 'a5': (0.371604, 0.0806, -0.0806)}","{'a1, a2': -0.02289, 'a1, a3': 0.9151, 'a1, a4': 0.4805, 'a1, a5': 0.9, 'a2, a3': 0.1661, 'a2, a4': -0.6771, 'a2, a5': -0.07443, 'a3, a4': 0.386, 'a3, a5': 0.7412, 'a4, a5': 0.3169}",((x0 + tanh(a4*x0))*exp(a2*x0))**(a5*exp(a3*x0*(a1 + x0))),0.01509,0.9616,14,9.841,8.459,0.7029,0.6042
17,26,((x0 + tanh(0.248*x0))*exp(-0.357*x0))**(0.485*exp(-0.0333*x0*(2*x0 - 1.63))),((x0 + tanh(a4*x0))*exp(a2*x0))**(a5*exp(a3*x0*(a1 + 2*x0))),"{'a1': -1.63, 'a2': -0.357, 'a3': -0.0333, 'a4': 0.248, 'a5': 0.485}","{'a1': (-5.88041, 2.13, -2.13), 'a2': (-0.35272, 0.00627, -0.00627), 'a3': (-0.0460583, 0.00998, -0.00998), 'a4': (0.191442, 0.0437, -0.0437), 'a5': (0.371604, 0.0806, -0.0806)}","{'a1, a2': -0.023, 'a1, a3': 0.9212, 'a1, a4': 0.4827, 'a1, a5': 0.9042, 'a2, a3': 0.1665, 'a2, a4': -0.6771, 'a2, a5': -0.07443, 'a3, a4': 0.3868, 'a3, a5': 0.7427, 'a4, a5': 0.3169}",((x0 + tanh(a4*x0))*exp(a2*x0))**(a5*exp(a3*x0*(a1 + 2*x0))),0.01509,0.9616,14,9.892,8.459,0.7065,0.6042
18,28,((x0 + tanh(0.248*x0))*exp(-0.357*x0))**(0.485*exp(-0.0333*(x0 - 0.938)*(2*x0 + 0.303))),((x0 + tanh(a4*x0))*exp(a1*x0))**(a6*exp((a5 + 2*x0)*(a2*x0 + a3))),"{'a1': -0.357, 'a2': -0.0333, 'a3': 0.0312354, 'a4': 0.248, 'a5': 0.303, 'a6': 0.485}","{'a1': (-0.354449, 0.00642194, -0.00639872), 'a2': (-0.0335924, 0.00214476, -0.00233387), 'a3': (0.0312354, 0, 0), 'a4': (0.228274, 0.0434179, -0.0403744), 'a5': (0.303, 0, 0), 'a6': (0.486908, 0.0531475, -0.0508506)}","{'a1, a2': 0.5128, 'a1, a4': -0.7022, 'a1, a6': -0.2439, 'a2, a4': -0.2517, 'a2, a6': -0.6565, 'a4, a6': -0.1212}",((x0 + tanh(a4*x0))*exp(a1*x0))**(a6*exp((a5 + 2*x0)*(a2*x0 + a3))),0.009511,0.9847,15,9.896,9.623,0.6597,0.6416
19,29,(1.21*x0*exp(-0.364*x0))**(0.546*exp(-0.056*x0**2)) + 0.00283,a3 + (a5*x0*exp(a1*x0))**(a4*exp(a2*x0**2)),"{'a1': -0.364, 'a2': -0.056, 'a3': 0.00283, 'a4': 0.546, 'a5': 1.21}","{'a1': (-0.373658, 0.00982688, -0.0102277), 'a2': (-0.0578008, 0.00364409, -0.00388443), 'a3': (0.00283, 0, 0), 'a4': (0.530515, 0.0533041, -0.0512461), 'a5': (1.25359, 0.0463312, -0.0433451)}","{'a1, a2': 0.4829, 'a1, a4': -0.06456, 'a1, a5': -0.9091, 'a2, a4': -0.6572, 'a2, a5': -0.2989, 'a4, a5': -0.114}",a3 + (a5*x0*exp(a1*x0))**(a4*exp(a2*x0**2)),0.008521,0.9877,15,9.452,8.668,0.6301,0.5779
20,31,(1.07*(1.13*x0 + 0.0161)*exp(-0.364*x0))**(0.546*exp(-0.056*x0**2)) + 0.00283,a3 + ((a4 + a6*x0)*exp(a1*x0))**(a5*exp(a2*x0**2)),"{'a1': -0.364, 'a2': -0.056, 'a3': 0.00283, 'a4': 0.017227, 'a5': 0.546, 'a6': 1.2091}","{'a1': (-0.375208, 0.00982877, -0.0099796), 'a2': (-0.056, 0, 0), 'a3': (0.00543375, 0.00222304, -0.00222013), 'a4': (0.017227, 0, 0), 'a5': (0.548381, 0.0458234, -0.0450823), 'a6': (1.23502, 0.0419948, -0.0389092)}","{'a1, a3': -0.5192, 'a1, a5': 0.08068, 'a1, a6': -0.8448, 'a3, a5': 0.4968, 'a3, a6': 0.1191, 'a5, a6': -0.339}",a3 + ((a4 + a6*x0)*exp(a1*x0))**(a5*exp(a2*x0**2)),0.008651,0.9874,15,9.147,8.044,0.6098,0.5363
21,40,(5.32e-6*x0*exp(x0) + 1.25*x0*exp(-0.364*x0))**(0.495*exp(-0.0302*x0*(2*x0 - 1.5))),(a4*x0*exp(x0) + a6*x0*exp(a2*x0))**(a5*exp(a3*x0*(a1 + 2*x0))),"{'a1': -1.5, 'a2': -0.364, 'a3': -0.0302, 'a4': 5.32e-06, 'a5': 0.495, 'a6': 1.25}","{'a1': (-1.5, 0, 0), 'a2': (-0.368039, 0.00809, -0.00809), 'a3': (-0.0276826, 0.00248, -0.00248), 'a4': (1.23207e-05, 3.42e-06, -3.42e-06), 'a5': (0.478844, 0.0415, -0.0415), 'a6': (1.23941, 0.0375, -0.0375)}","{'a2, a3': 0.3653, 'a2, a4': -0.2211, 'a2, a5': -0.01458, 'a2, a6': -0.9127, 'a3, a4': 0.3009, 'a3, a5': -0.5907, 'a3, a6': -0.229, 'a4, a5': 0.003685, 'a4, a6': 0.1199, 'a5, a6': -0.1745}",(a4*x0*exp(x0) + a6*x0*exp(a2*x0))**(a5*exp(a3*x0*(a1 + 2*x0))),0.009869,0.9835,14,9.056,6.04,0.6469,0.4314
